temperature_C,pressure_bar,vibration_mm_s,flow_rate_m3_h,runtime_hrs,sensor_drift_index,failure_next_24h
936.07,7.31,1.8,1035.51,1694,0.27,0
1022.05,7.77,4.09,1227.74,1691,0.632,1
926.42,6.11,3.37,1112.15,1677,0.334,0
1022.7,7.04,3.87,1049.44,1891,0.837,1
871.87,5.69,2.27,1054.04,981,0.184,0
970.59,7.19,2.44,1193.9,1321,0.114,0
1020.85,7.13,4.09,1094.01,1930,0.802,1
919.2,6.61,2.06,1122.69,1408,0.165,0
905.45,6.51,1.79,1032.66,940,0.084,0
1028.71,7.76,3.38,1230.81,1825,0.819,1
953.06,6.74,1.86,1004.06,148,0.065,0
972.54,5.39,2.74,1059.53,949,0.209,0
908.57,6.25,2.08,1083.84,101,0.135,0
1032.31,7.43,4.36,1124.68,1817,0.88,1
1044.84,7.52,4.48,1104.01,1908,0.626,1
934.52,5.7,1.87,1150.32,626,0.109,0
1014.67,7.24,4.35,1205.34,1762,0.661,1
1024.97,7.72,4.09,1066.85,1891,0.734,1
914.5,6.73,2.06,1186.28,456,0.246,0
923.05,5.71,1.14,1088.03,143,0.141,0
915.84,7.35,2.16,1116.34,313,0.05,0
1014.81,7.79,4.43,1051.8,1652,0.791,1
934.32,7.03,3.33,1075.4,641,0.221,0
929.46,7.4,2.5,1130.3,552,0.214,0
900.17,7.15,2.98,1039.91,1526,0.303,0
956.49,5.49,2.25,1165.35,325,0.332,0
1007.01,7.37,4.09,1212.89,1709,0.656,1
1016.22,7.38,3.83,1133.19,1647,0.709,1
1021.54,7.87,3.4,1034.18,1961,0.587,1
1016.56,5.89,3.49,1287.52,429,0.068,0
966.6,6.16,2.59,1055.14,1532,0.071,0
1014.69,7.16,4.35,1152.6,1981,0.869,1
963.2,6.53,3.12,1105.99,1307,0.155,0
957.96,6.87,1.88,1227.1,1956,0.0,0
925.49,6.74,3.55,1026.31,926,0.299,0
1029.98,6.81,4.35,1291.2,1616,0.706,1
968.21,6.51,2.65,1139.4,1402,0.17,0
919.93,5.8,1.61,1061.72,1049,0.292,0
1009.91,7.22,4.46,1119.94,1915,0.617,1
978.95,7.0,1.58,1014.92,330,0.107,0
1019.68,7.44,4.42,1078.19,1605,0.736,1
931.6,5.67,2.47,1017.83,1379,0.178,0
966.04,6.12,2.05,1050.92,1050,0.21,0
916.24,6.7,4.04,912.68,185,0.346,0
947.03,5.74,2.21,1072.87,187,0.138,0
988.01,6.06,3.47,1016.41,1261,0.117,0
954.99,7.3,4.21,1056.9,1601,0.144,0
957.0,5.91,3.02,1128.46,1095,0.265,0
1014.54,7.53,3.36,1205.14,1600,0.775,1
1027.58,7.65,4.0,940.05,1636,0.678,1
963.9,6.93,2.3,1066.93,453,0.136,0
989.31,6.2,4.48,1241.91,131,0.261,0
1019.55,7.81,3.89,1178.39,1792,0.675,1
950.98,6.92,2.59,1079.68,1377,0.453,0
961.22,5.95,3.18,1023.16,1459,0.353,0
1005.53,7.34,3.84,1244.97,1621,0.751,1
1031.92,7.22,4.65,1158.44,1608,0.706,1
1014.3,7.56,3.61,1162.6,1937,0.687,1
1020.49,7.77,4.12,1304.64,1895,0.839,1
975.35,6.63,3.44,958.55,1440,0.147,0
975.69,6.86,1.75,919.17,193,0.291,0
908.91,7.18,3.68,980.25,107,0.105,0
1043.41,7.98,4.05,1130.57,1817,0.824,1
964.6,5.96,2.67,1072.45,1908,0.332,0
969.23,6.34,2.13,1029.47,781,0.18,0
982.57,6.99,3.55,850.76,1049,0.087,0
962.86,6.41,2.96,1015.79,1678,0.224,0
952.22,6.94,2.27,958.01,1020,0.354,0
913.07,6.37,3.17,1179.63,1761,0.207,0
925.26,6.09,2.82,1101.78,506,0.383,0
913.27,7.42,2.48,1001.03,1200,0.001,0
926.09,6.66,2.24,1087.43,112,0.217,0
999.0,6.65,3.44,1072.04,1867,0.135,0
929.67,6.83,3.46,1066.35,103,0.388,0
1013.25,7.79,4.76,1147.76,1604,0.528,1
1022.44,7.28,4.04,1213.57,1924,0.683,1
1018.32,7.46,3.56,1075.43,1734,0.715,1
947.89,7.11,2.18,1203.7,851,0.032,0
1026.29,7.4,4.22,1029.46,1952,0.704,1
939.17,6.77,2.83,1148.47,1033,0.415,0
995.97,5.98,2.18,1104.41,242,0.161,0
1012.69,7.44,4.58,1275.12,1858,0.705,1
916.1,5.05,1.42,919.24,187,0.195,0
912.3,6.72,1.81,1226.26,1198,0.122,0
922.38,6.35,3.45,1084.36,870,0.432,0
942.63,6.09,1.82,1078.32,1417,0.23,0
1018.68,8.2,4.14,1226.05,1816,0.874,1
949.73,6.87,3.51,1138.62,1491,0.336,0
922.83,6.89,2.31,1184.38,200,0.32,0
979.76,5.82,2.14,1002.26,1897,0.049,0
1016.14,7.23,4.21,1259.02,1794,0.574,1
1013.81,7.65,4.76,1276.9,1627,0.771,1
943.43,6.6,2.17,825.47,123,0.108,0
950.02,6.0,2.01,1188.9,178,0.138,0
879.11,6.5,3.51,1133.61,37,0.31,0
906.56,6.94,2.67,1165.69,814,0.244,0
961.32,6.39,3.72,1067.58,723,0.303,0
1027.32,7.11,4.64,1057.09,1657,0.741,1
1011.77,6.8,4.6,1039.84,1839,0.948,1
1027.11,7.16,4.24,1269.43,1819,0.7,1
1027.98,7.48,3.77,1127.05,1735,0.774,1
1014.95,5.25,2.78,1047.23,67,0.108,0
1022.44,7.3,3.96,1123.59,1701,0.718,1
951.47,6.56,1.28,1099.94,193,0.172,0
1019.52,8.01,3.67,1157.06,1741,0.651,1
933.83,7.91,3.34,1310.51,1513,0.18,0
1023.57,7.63,3.79,1191.01,1753,0.634,1
913.17,6.67,2.07,916.68,1077,0.123,0
966.15,7.18,2.2,1205.63,942,0.0,0
1020.82,7.35,4.96,1259.6,1890,0.824,1
956.46,5.74,1.75,1072.13,1219,0.314,0
1019.44,5.97,3.34,1128.64,942,0.115,0
1013.1,7.32,3.51,1123.66,1831,0.56,1
942.9,6.8,2.25,1139.66,1765,0.049,0
907.54,6.15,2.09,1065.89,829,0.3,0
945.33,5.72,3.31,1107.23,430,0.31,0
1023.37,6.85,3.04,1054.96,325,0.215,0
931.51,6.49,2.23,1211.28,1588,0.278,0
1018.76,6.61,4.01,1202.15,1939,0.718,1
1027.32,7.34,4.6,1104.41,1985,0.616,1
1017.47,6.98,4.6,1160.75,1957,0.676,1
1035.29,6.95,2.86,1198.26,1788,0.655,1
921.82,6.2,3.32,1113.86,1246,0.332,0
1004.98,7.1,3.29,1202.1,1970,0.585,1
944.28,7.07,1.81,1030.35,1597,0.078,0
1027.65,7.44,3.55,1062.86,1639,0.665,1
936.81,6.71,1.5,1029.8,1856,0.122,0
1012.9,7.43,4.39,1234.83,1996,0.739,1
1017.43,7.04,3.4,1086.99,1903,0.65,1
942.68,6.44,2.23,994.77,1237,0.345,0
940.97,6.61,2.25,917.43,904,0.176,0
1020.56,7.86,4.79,1274.2,1682,0.489,1
1018.81,7.47,3.86,1208.49,1780,0.748,1
901.77,5.85,3.62,1126.2,576,0.199,0
1027.72,7.94,4.65,1209.73,1617,0.886,1
1023.23,7.42,3.85,1140.62,1672,0.669,1
1020.36,7.35,3.4,1224.78,1756,0.653,1
974.56,6.24,2.4,1035.79,1406,0.247,0
909.02,7.08,3.04,1236.98,678,0.258,0
999.18,7.61,4.43,1071.36,1757,0.67,1
949.02,6.69,3.1,1065.5,343,0.318,0
1020.53,7.65,4.2,1077.06,1885,0.694,1
961.49,6.32,2.32,1028.53,1480,0.092,0
953.71,5.55,1.94,1274.41,1573,0.318,0
1025.36,7.3,4.02,1010.5,1688,0.959,1
906.46,6.27,1.18,1014.05,201,0.046,0
1029.13,7.11,3.52,1095.44,1860,0.689,1
1003.9,7.51,3.79,1217.95,1937,0.818,1
1024.52,7.51,4.21,1268.14,1690,0.356,1
987.07,6.64,2.37,1095.2,1948,0.394,0
950.38,6.59,0.89,1233.56,1931,0.206,0
997.6,7.46,4.64,1111.75,1626,0.829,1
974.47,5.38,1.5,1202.77,1403,0.28,0
967.66,7.37,3.16,927.38,1491,0.118,0
953.45,6.3,1.94,1050.29,1205,0.075,0
898.92,6.57,2.02,975.48,1015,0.274,0
1026.67,7.85,3.56,1272.39,1842,0.632,1
1024.52,7.33,3.88,1093.25,1693,0.655,1
952.75,6.62,1.56,993.43,155,0.265,0
981.81,6.86,2.27,1012.19,887,0.3,0
1046.65,6.99,4.05,1218.34,1759,0.65,1
1018.23,7.55,4.03,1217.64,1990,0.84,1
1034.38,7.77,4.04,1103.55,1786,0.697,1
1024.36,7.64,5.21,1191.29,1683,0.608,1
909.62,5.89,2.12,1182.65,1505,0.37,0
948.33,6.06,4.22,1096.71,851,0.265,0
912.68,6.37,4.16,1068.9,1505,0.159,0
952.47,6.3,2.5,991.07,849,0.119,0
949.42,5.98,2.22,1048.19,734,0.202,0
1021.46,7.89,3.23,984.6,1610,0.488,1
992.37,6.56,2.56,1039.95,612,0.164,0
1024.43,7.71,4.98,1110.14,1975,0.798,1
937.64,6.48,1.52,1300.85,106,0.171,0
979.15,6.71,2.6,1111.48,185,0.315,0
974.82,6.12,2.32,1062.25,1755,0.246,0
1024.89,7.35,3.72,1160.32,1925,0.652,1
1029.08,7.14,3.17,1287.08,1967,0.611,1
921.87,6.16,3.61,929.52,470,0.157,0
942.7,6.59,2.99,955.61,106,0.023,0
907.35,6.44,2.24,1112.08,1144,0.404,0
1010.93,7.63,3.86,1097.02,1687,0.74,1
907.77,6.47,3.16,1162.56,1832,0.132,0
1014.35,7.44,3.44,1275.41,1866,0.745,1
925.87,6.76,1.59,1181.8,54,0.247,0
945.23,6.2,2.91,1110.45,703,0.26,0
940.72,6.87,2.57,1205.74,725,0.268,0
941.25,6.53,2.66,1079.67,395,0.22,0
996.0,5.52,1.57,995.85,1687,0.165,0
1026.27,7.79,4.08,1167.57,1653,0.632,1
1008.94,7.35,2.23,1138.12,1289,0.115,0
928.07,7.13,2.34,1086.5,1189,0.377,0
944.33,6.91,4.86,1223.74,1482,0.06,0
874.11,5.62,3.94,1187.31,1398,0.029,0
1027.59,7.14,3.66,1123.86,1926,0.706,1
1038.9,7.59,4.2,1198.2,1805,0.659,1
1010.31,7.0,1.57,1068.85,1175,0.158,0
1025.91,7.47,3.65,1297.35,1802,0.722,1
1013.3,7.58,5.1,1051.3,1763,0.597,1
943.49,7.11,2.02,1127.54,1350,0.371,0
1024.03,7.5,3.89,1150.75,1845,0.89,1
976.45,5.7,3.42,1126.89,1160,0.431,0
1031.12,7.84,4.06,1184.41,1626,0.671,1
1012.69,7.4,3.28,1151.03,1918,0.302,0
984.2,6.51,2.48,1335.96,579,0.188,0
926.23,5.6,2.38,1211.08,1480,0.426,0
1001.51,7.52,3.53,1228.6,1743,0.715,1
978.24,6.0,1.71,1074.82,1699,0.241,0
970.57,6.38,2.39,989.62,24,0.142,0
942.83,6.83,3.02,1177.97,891,0.054,0
1007.12,5.55,2.12,1097.77,906,0.106,0
1027.94,7.71,3.63,1213.7,1994,0.777,1
968.59,6.45,1.97,1148.63,789,0.337,0
957.84,6.95,3.17,1242.24,1993,0.053,0
1012.39,7.9,4.54,1147.89,1652,0.747,1
981.47,7.23,2.4,1144.67,530,0.16,0
979.26,6.57,3.49,1081.83,1761,0.081,0
997.83,7.35,3.75,1129.26,1675,0.918,1
916.07,6.44,2.19,1004.99,1438,0.164,0
966.31,6.98,3.87,1147.8,130,0.115,0
1023.19,6.9,2.42,1150.11,1353,0.225,0
901.51,6.98,1.33,776.74,767,0.265,0
1028.86,7.55,3.89,1132.42,1988,0.73,1
970.06,6.5,3.66,1191.36,962,0.185,0
928.53,5.95,2.06,996.75,1702,0.229,0
1034.0,7.02,4.06,1139.4,1960,0.66,1
951.46,6.75,1.64,1059.63,1374,0.127,0
955.11,6.34,3.35,987.27,23,0.081,0
1022.77,8.14,4.61,1185.25,1954,0.84,1
972.81,5.98,1.13,924.0,1102,0.185,0
1018.12,7.96,3.71,1195.87,1624,0.778,1
1013.43,7.83,4.42,1222.69,1932,0.568,1
948.21,6.52,3.04,1249.37,1489,0.227,0
1027.35,7.39,5.07,1175.67,1723,0.621,1
1020.42,8.17,3.93,1149.05,1611,0.691,1
1016.6,7.79,4.36,1029.29,1967,0.634,1
1015.83,7.48,4.07,1149.45,1944,0.954,1
1029.66,7.47,4.3,1173.98,1822,0.779,1
910.74,5.7,1.83,1192.25,801,0.307,0
1023.35,7.23,3.95,1282.23,1923,0.767,1
919.41,6.19,2.44,1134.77,217,0.29,0
930.6,7.27,2.34,1083.79,1799,0.321,0
964.31,6.15,1.84,988.35,1929,0.13,0
982.83,6.18,2.81,1304.01,796,0.211,0
1030.01,7.16,3.31,947.47,1700,0.913,1
952.2,6.69,1.58,1249.69,481,0.219,0
981.13,7.13,1.21,1110.31,1069,0.223,0
969.51,6.2,3.41,1302.22,528,0.349,0
889.25,7.0,2.06,1153.64,150,0.275,0
1011.21,7.3,3.8,1197.56,1652,0.536,1
948.54,7.34,3.37,957.91,1552,0.289,0
932.7,6.72,2.6,1120.75,1854,0.422,0
941.15,7.75,3.0,1239.51,245,0.18,0
1019.33,7.78,4.59,1090.02,1866,0.674,1
1024.8,7.74,3.99,1054.67,1978,0.62,1
1013.82,7.83,3.66,1100.48,1958,0.662,1
987.86,7.13,3.18,1202.61,69,0.174,0
1005.33,7.8,4.31,1238.7,1666,0.644,1
949.98,6.53,2.74,1267.72,1226,0.244,0
956.72,6.24,2.33,1067.69,1651,0.111,0
930.11,5.07,3.54,949.24,1399,0.257,0
989.87,6.81,1.67,954.4,1503,0.269,0
928.85,6.45,2.09,1056.43,1756,0.129,0
1018.51,7.65,3.88,1169.3,1692,0.888,1
893.7,6.41,2.23,914.41,1511,0.158,0
1028.51,7.23,3.72,1253.24,1854,0.689,1
1021.86,7.75,4.32,982.64,1753,0.767,1
947.5,5.79,1.91,1016.57,1794,0.007,0
1036.13,6.89,4.05,1086.01,1987,0.734,1
957.98,6.75,2.67,1211.2,160,0.309,0
995.02,6.31,2.89,1135.89,326,0.163,0
958.96,7.07,2.61,1137.37,1257,0.018,0
1032.18,7.51,4.75,1108.72,1687,0.527,1
1030.47,7.55,3.99,1147.08,1720,0.66,1
955.52,5.88,2.4,1259.81,1759,0.047,0
973.39,6.62,1.87,1160.97,479,0.174,0
919.76,7.04,2.36,1151.68,820,0.026,0
951.56,6.61,3.33,1001.92,1119,0.0,0
1011.01,7.5,4.03,1236.18,1700,0.716,1
1040.79,7.89,4.04,1110.11,1887,0.766,1
973.54,6.28,1.67,1105.46,1312,0.159,0
939.52,6.48,2.67,1133.67,1136,0.18,0
1033.64,7.45,4.43,1167.76,1944,0.736,1
1019.21,7.87,3.88,1113.41,1976,0.587,1
968.97,6.11,0.95,957.52,1208,0.192,0
1021.42,7.63,4.56,1138.07,1989,0.798,1
959.8,5.59,1.76,1149.1,34,0.153,0
1020.69,7.45,4.17,1222.11,1698,0.691,1
1010.71,6.44,3.03,1063.83,688,0.157,0
1006.49,7.07,4.17,1170.8,1786,0.579,1
934.11,5.52,2.68,1086.89,862,0.337,0
1021.43,7.5,4.63,1184.33,1808,0.679,1
965.66,6.44,1.47,1048.4,1134,0.253,0
1021.6,7.65,3.43,1120.51,1910,0.564,1
931.93,6.69,3.24,1073.27,689,0.188,0
970.58,7.19,3.55,1038.76,1446,0.258,0
946.9,5.83,3.2,1200.71,110,0.21,0
1005.91,7.9,4.75,1118.74,1888,0.627,1
964.29,6.87,3.49,933.23,1473,0.242,0
941.42,6.62,2.6,1049.71,1904,0.149,0
916.9,6.08,1.68,1049.8,491,0.321,0
958.43,6.19,3.51,1102.01,378,0.328,0
971.01,6.49,2.61,1044.89,111,0.059,0
966.3,5.25,2.45,1298.25,1090,0.116,0
1006.02,7.63,3.95,1123.88,1679,0.587,1
1025.45,7.17,3.33,1108.34,1753,0.713,1
1025.84,7.25,3.64,1167.39,1743,0.577,1
998.53,7.72,4.43,1138.88,1631,0.551,1
1012.7,7.32,3.86,1242.95,1802,0.737,1
1031.52,7.89,4.14,1111.68,1698,0.574,1
1010.09,7.68,3.17,1438.23,1828,0.813,1
935.62,6.68,2.02,1280.69,550,0.0,0
908.95,6.84,2.04,1003.4,620,0.341,0
1037.78,7.55,2.96,1164.42,1622,0.766,1
967.65,6.39,2.99,1139.18,1925,0.113,0
1029.33,7.53,4.19,1086.77,1895,0.638,1
901.59,6.57,1.16,1043.47,440,0.107,0
860.27,7.08,2.63,954.91,1112,0.251,0
962.21,5.39,1.3,1138.2,44,0.294,0
1005.54,7.77,4.37,1122.77,1837,0.573,1
1031.16,7.22,4.35,1130.03,1794,0.601,1
965.24,5.39,2.33,1100.94,748,0.059,0
984.76,6.27,1.62,1167.1,1816,0.228,0
958.57,5.99,3.65,973.44,882,0.147,0
920.72,7.13,2.31,992.43,1627,0.211,0
1028.02,8.09,3.96,1124.0,1669,0.863,1
1022.56,6.9,4.05,1201.11,1821,0.799,1
1014.93,7.24,4.33,1140.95,1666,0.65,1
952.04,7.05,1.38,1193.09,1686,0.168,0
1002.64,7.18,2.52,1199.26,1007,0.11,0
949.28,5.46,3.58,915.81,548,0.296,0
945.57,6.75,2.31,1095.72,1576,0.235,0
1038.96,7.44,4.17,1126.57,1832,0.591,1
929.96,6.89,1.99,1235.28,1153,0.19,0
1023.66,8.06,4.77,1170.94,1884,0.63,1
1020.83,7.53,3.59,1235.67,1841,0.78,1
1039.4,7.81,3.69,1092.39,1665,0.827,1
996.5,6.72,1.7,1046.86,1427,0.184,0
926.46,5.63,1.12,1171.77,443,0.29,0
904.46,6.63,2.61,1150.76,1080,0.115,0
1015.35,7.65,3.99,1154.66,1753,0.589,1
952.47,7.88,2.64,1258.03,1311,0.101,0
1001.32,6.85,2.93,954.51,1987,0.171,0
969.7,6.66,1.4,1219.12,333,0.098,0
1022.27,7.32,3.59,1111.07,1655,0.697,1
973.05,5.8,1.84,1008.73,998,0.333,0
951.31,6.51,2.59,1089.14,1112,0.279,0
1001.92,7.31,4.32,1042.7,1741,0.748,1
888.82,7.17,0.67,1016.99,1863,0.148,0
1022.35,6.3,2.19,1271.23,1100,0.259,0
930.76,6.6,2.73,1162.48,1988,0.134,0
920.64,7.0,2.07,1096.24,621,0.227,0
1024.92,7.38,4.01,1160.55,1691,0.662,1
968.92,6.67,2.33,1227.25,1112,0.185,0
1023.15,7.48,4.0,1207.53,1788,0.832,1
918.39,6.1,4.4,1250.83,1715,0.244,0
1014.25,8.08,4.17,1096.62,1813,0.645,1
933.61,6.61,2.71,1149.98,218,0.066,0
1041.3,7.43,3.88,1284.75,1708,0.609,1
975.01,6.61,1.98,1199.44,329,0.132,0
957.51,6.78,2.6,882.45,945,0.046,0
960.2,7.3,3.24,1056.6,1061,0.203,0
1011.16,7.74,3.57,1199.05,1765,0.5,1
967.66,5.92,1.9,1029.12,1406,0.055,0
1017.98,7.78,4.24,1028.65,1940,0.581,1
980.11,6.51,3.27,1157.34,1555,0.207,0
977.74,6.48,1.26,1069.45,596,0.273,0
946.63,6.59,1.65,1153.68,862,0.104,0
920.79,7.13,3.55,1157.36,1125,0.383,0
1030.09,7.46,4.99,1155.34,1683,0.535,1
944.51,6.39,2.41,1218.88,1600,0.062,0
1018.5,7.71,3.4,1086.62,1901,0.812,1
965.05,6.47,0.79,1074.54,1504,0.286,0
985.82,7.01,3.06,1069.18,650,0.152,0
967.6,6.46,2.79,1048.93,102,0.196,0
969.53,6.85,2.87,1075.21,861,0.244,0
924.59,6.62,1.98,1060.68,1589,0.254,0
1035.11,7.77,3.64,1227.44,1969,0.704,1
1019.42,7.92,3.7,1132.91,1643,0.677,1
1023.93,7.54,3.78,1088.64,1680,0.686,1
974.7,6.33,2.77,1092.38,1925,0.107,0
1001.0,6.11,1.72,1197.73,1249,0.206,0
920.17,6.21,2.74,1092.5,882,0.111,0
1015.25,7.5,3.3,1087.88,1836,0.434,1
1022.43,7.04,5.23,1250.83,1769,0.812,1
910.06,6.6,1.76,1131.4,238,0.294,0
1067.79,7.0,3.93,1075.28,114,0.346,0
1024.79,7.16,3.98,971.07,1754,0.752,1
936.44,6.7,1.82,1157.75,1058,0.001,0
1026.1,7.27,4.24,1211.7,1743,0.771,1
956.44,6.58,2.29,1130.12,1781,0.193,0
1032.92,7.62,4.85,1148.61,1618,0.514,1
970.34,6.58,3.15,1334.91,15,0.096,0
965.39,7.32,1.91,1119.52,660,0.288,0
934.51,6.6,2.54,1100.74,1300,0.109,0
963.61,7.14,2.57,1072.64,416,0.166,0
1005.12,7.14,4.68,1168.37,1665,0.649,1
933.93,7.18,2.9,1054.67,1797,0.223,0
990.92,6.79,1.46,1130.7,185,0.224,0
1006.68,8.37,3.88,1078.53,1737,0.589,1
925.53,6.8,2.59,1104.46,1746,0.211,0
1013.82,7.14,4.14,1068.84,1620,0.618,1
983.25,6.47,2.94,1014.18,1308,0.107,0
1010.03,7.76,3.73,1102.63,1809,0.662,1
946.06,6.47,2.61,1081.28,947,0.152,0
1007.63,7.75,4.07,1150.09,1934,0.534,1
934.45,5.94,2.59,1130.23,1480,0.24,0
1009.58,7.47,4.31,1076.62,1967,0.861,1
955.72,7.54,3.39,1095.05,1229,0.079,0
978.22,6.68,2.98,1391.41,446,0.073,0
954.51,7.31,3.24,1071.88,701,0.306,0
926.42,6.31,2.04,983.73,74,0.086,0
922.24,6.19,3.15,981.5,1368,0.169,0
986.93,6.43,2.18,996.99,828,0.155,0
1014.39,7.49,3.92,1181.7,1610,0.614,1
1025.18,7.53,4.63,1312.93,1686,0.71,1
862.36,6.6,2.93,1062.91,1873,0.245,0
989.05,6.16,2.28,977.05,1311,0.383,0
955.24,6.79,1.9,1144.81,1300,0.128,0
929.85,6.6,1.29,1143.35,1047,0.328,0
1016.94,7.9,4.09,1262.57,1877,0.817,1
941.14,7.58,2.27,1245.45,1210,0.147,0
916.26,6.3,2.43,1009.27,1978,0.153,0
962.9,6.39,1.03,1117.57,1799,0.339,0
1022.43,7.87,4.02,1066.45,1707,0.771,1
931.8,6.7,2.19,936.32,1581,0.197,0
1022.14,7.55,3.58,1129.0,1608,0.771,1
926.22,6.51,2.35,1178.19,334,0.049,0
943.82,7.44,2.24,907.47,1671,0.234,0
974.34,6.4,2.06,1068.54,1874,0.145,0
1026.59,7.26,3.6,1220.23,1614,0.878,1
1017.13,7.52,4.25,1062.61,1952,0.837,1
962.12,6.68,3.24,1065.68,1463,0.151,0
1017.81,7.28,4.5,1208.04,1792,0.698,1
959.68,6.73,1.11,1060.5,145,0.043,0
969.42,5.08,1.81,1045.87,1839,0.286,0
943.14,7.34,1.79,1144.05,49,0.161,0
1013.46,8.03,4.43,1210.36,1958,0.697,1
1012.61,7.78,3.46,1064.84,1847,0.75,1
986.01,7.04,2.77,1072.83,1894,0.179,0
948.89,7.1,1.79,1069.25,351,0.355,0
1022.22,7.6,4.27,1178.9,1648,0.709,1
1006.1,7.91,4.54,1167.31,1670,0.746,1
1009.1,7.9,3.95,1087.11,1937,0.653,1
1000.33,7.63,3.42,1276.61,1949,0.772,1
1027.48,7.27,4.14,1163.82,1904,0.747,1
912.49,6.55,2.94,1199.55,1249,0.136,0
962.29,7.36,3.22,1317.73,1658,0.39,0
1018.51,7.85,3.46,1313.09,1830,0.789,1
1010.35,8.01,4.41,1115.98,1632,0.524,1
981.8,6.81,1.44,965.87,1022,0.066,0
1040.87,7.19,3.42,1150.15,1838,0.689,1
1019.93,7.9,4.15,1220.55,1910,0.711,1
1019.17,7.52,4.15,1084.55,1893,0.869,1
910.21,5.91,2.14,1184.16,1413,0.239,0
919.27,7.09,2.72,1023.35,1327,0.329,0
1023.54,7.64,4.73,936.22,1956,0.802,1
1020.38,7.76,3.5,1088.55,1900,0.767,1
951.31,6.51,3.12,1223.75,400,0.125,0
1018.61,7.47,3.92,1226.11,1872,0.794,1
1011.64,6.94,4.78,1064.61,1988,0.601,1
1025.51,7.27,3.98,1202.34,1633,0.621,1
978.62,7.33,2.17,1221.32,1966,0.27,0
973.73,6.26,2.42,880.8,685,0.276,0
978.13,6.43,3.22,1092.14,1135,0.262,0
934.21,6.13,2.74,1087.94,1955,0.295,0
974.61,6.85,3.21,1225.19,848,0.414,0
1033.75,7.02,3.89,1267.96,1769,0.734,1
942.59,5.9,1.57,1061.69,537,0.283,0
972.11,6.9,2.75,1330.0,289,0.026,0
962.71,5.89,2.25,980.93,47,0.287,0
918.8,6.62,2.23,1045.37,656,0.32,0
1023.2,7.78,4.39,1143.27,1898,0.661,1
1035.84,7.32,4.41,1177.47,1768,0.691,1
898.23,6.18,2.28,1313.53,59,0.236,0
1020.14,7.27,4.27,1166.01,1927,0.787,1
950.16,6.6,2.24,941.28,1003,0.146,0
936.61,6.68,3.44,1251.53,1334,0.117,0
1033.17,7.21,3.81,1069.72,1847,0.657,1
965.41,6.61,2.2,1209.75,31,0.16,0
944.19,6.24,3.44,1107.65,1215,0.127,0
1003.8,7.09,3.04,1128.06,1868,0.742,1
946.24,7.1,2.2,1096.0,1411,0.299,0
929.01,6.58,2.38,1090.38,1573,0.272,0
952.57,6.49,3.0,985.71,41,0.178,0
965.89,6.45,2.42,1159.91,1654,0.066,0
951.67,5.73,2.09,1013.68,1859,0.114,0
929.0,5.69,2.0,1204.7,530,0.274,0
965.12,6.22,2.07,1122.99,1216,0.309,0
979.05,6.77,2.18,1142.03,1454,0.355,0
1026.69,7.66,3.06,1221.45,1791,0.744,1
1014.13,7.89,4.26,1265.41,1899,0.621,1
945.66,6.27,2.15,1143.29,178,0.219,0
959.22,6.03,1.71,1029.0,1428,0.287,0
943.73,6.92,1.67,1031.34,1084,0.228,0
918.3,5.81,2.34,1001.0,1814,0.146,0
930.42,6.54,3.31,1160.38,1287,0.187,0
1025.93,8.0,3.27,1058.78,1960,0.697,1
1013.88,7.8,3.73,1006.15,1779,0.681,1
907.59,6.75,2.04,1140.07,1472,0.268,0
916.08,6.24,2.61,1141.38,1636,0.246,0
1021.71,7.6,4.66,1105.63,1863,0.67,1
990.82,6.41,1.23,1176.31,1157,0.292,0
989.52,6.51,2.7,1192.19,655,0.269,0
1020.2,7.86,4.48,1200.69,1764,0.72,1
983.43,6.49,1.84,991.4,705,0.207,0
1021.2,6.98,4.46,1100.84,1808,0.576,1
1002.44,7.21,4.07,1246.56,1950,0.778,1
1019.12,7.56,3.64,1116.45,1878,0.759,1
1013.24,7.39,4.81,1124.31,1670,0.726,1
1012.26,6.12,3.44,1019.66,308,0.246,0
1019.76,7.32,3.89,1152.11,1858,0.731,1
972.52,6.31,1.96,1358.03,665,0.17,0
936.9,6.65,3.54,1210.45,1619,0.384,0
996.62,6.19,3.53,977.45,1462,0.229,0
924.16,6.23,2.96,1139.25,830,0.239,0
953.84,6.3,1.75,1008.74,393,0.337,0
1014.05,7.62,3.58,1150.25,1788,0.711,1
1028.29,8.12,4.02,1236.82,1994,0.621,1
902.16,6.18,1.75,978.65,577,0.118,0
907.45,6.71,3.36,1075.76,514,0.288,0
1016.77,7.25,3.98,1042.07,1699,0.574,1
1006.3,7.97,4.53,1208.12,1686,0.743,1
929.1,7.75,3.28,938.66,706,0.062,0
1028.6,7.48,4.17,1086.59,1644,0.629,1
1001.12,5.66,1.54,1182.19,1779,0.106,0
1011.14,7.63,3.67,1181.64,1655,0.656,1
1018.55,7.48,3.05,1188.94,1613,0.752,1
969.51,6.85,2.37,1069.94,1497,0.261,0
937.02,6.56,3.28,1173.4,744,0.244,0
921.8,6.38,2.46,1022.33,546,0.068,0
965.34,6.23,2.54,1041.93,1692,0.285,0
950.78,6.58,1.46,1118.79,418,0.233,0
901.77,7.3,2.3,1120.67,1638,0.254,0
1031.09,6.8,3.08,1109.32,1638,0.706,1
1017.12,7.36,4.27,1211.66,1760,0.722,1
